1710;Teresa;Rojo;38699;81982
1711;María Ángeles;Jiménez;90326;34275
1712;Alejandro;Torres;34036;73545
1713;Teresa;Serrano;31285;60798
1714;Said;Vigil;95317;58296
1715;Fernando;Cano;58942;6252
1716;Rafael;Torres;63255;35994
1717;Víctor;Carrasco;95657;40936
1718;Pablo;Gago;74690;46891
1719;Concepción;Utrilla;31899;48031
1720;Ana Isabel;Álvarez;37377;67863
1721;Sergio;Santos;79024;42358
1722;Juan Antonio;Sánchez;52935;19899
1723;María Carmen;Muñoz;18943;73748
1724;José Antonio;Caro;24600;86974
1725;Joan;Calvo;20268;93254
1726;Francisco Javier;González;35735;8636
1727;Manuel;López;26059;97537
1728;Javier;Sáez;52134;76120
1729;Rosa;Rodríguez;66795;974
1730;Manuel;Orozco;14086;33495
1731;Antonio;Gómez;48809;70271
1732;Carmen Rosa;Taylor;72379;2291
1733;David;Rivera;38299;51830
1734;Dolores;Otero;99456;46356
1735;Iván;Díaz;55659;37514
1736;Laura;Guerrero;50269;44841
1737;Nuria;Mendoza;56039;83434
1738;Carlos;Criado;1907;88836
1739;María José;López;94693;92650
1740;Fernando;Gutiérrez;7762;85757
1741;Alicia;Tirado;19625;24705
1742;Yolanda;Cara;28652;73585
1743;María Carmen;Puertas;80303;14678
1744;Carlos;Gómez;79042;43163
1745;Juana;Rendón;54865;58050
1746;Alejandro;Fernández;36639;54286
1747;Luis;Giménez;11585;60694
1748;Antonia;Oller;2064;55208
1749;María Pilar;Díaz;25499;30685
1750;Pilar;Barragán;35854;15100
1751;Rocío;Martínez;91811;45213
1752;Luis;Fernández;23598;63673
1753;María Rosario;Carrasco;67162;40325
1754;Andrea;Montero;40853;23069
1755;Manuel;Gutiérrez;81687;59524
1756;María;Álvarez;24154;84818
1757;Patricia;Morcillo;52054;95335
1758;María Ángeles;Santiago;7389;99925
1759;Francisco Javier;Padilla;43879;62451
1760;Antonio;Rodríguez;10962;55790
1761;Juana;Crespo;52962;97902
1762;Sergio;Ramírez;44608;12912
1763;Raquel;Teijeiro;43557;70434
1764;Fernando;Gómez;26381;46213
1765;Ana;Bolívar;26839;18228
1766;María Luisa;Pineda;12599;59376
1767;Fernando;Muñoz;72212;70835
1768;Jaume;Pérez;25935;95702
1769;Laura;Peralta;33658;40806
1770;Mónica;Bello;45173;56635
1771;Carmen;Salas;66285;48643
1772;Antonio Jesús;De la Fuente;56047;91782
1773;Juan Manuel;García;4151;90142
1774;María Dolores;González;20614;97603
1775;María Luisa;González;53761;72408
1776;María;Jiménez;7078;50648
1777;Josefa;Crespo;16056;17981
1778;Luis;López;31216;32047
1779;Daniel;Díaz;37741;96034
1780;Daniel;Torres;54577;7184
1781;Sandra;Sánchez;57453;8167
1782;José Antonio;Paredes;31114;61643
1783;María Mercedes;Zamora;5492;21409
1784;Isabel;Ruiz;67107;6713
1785;Elena;Toribio;72148;56944
1786;Iván;Salazar;49109;27807
1787;Ana María;Ruiz;28321;94383
1788;José Manuel;Sainz;35624;71357
1789;Sergio;Parra;61217;9097
1790;Julia;García;76397;40702
1791;Encarnación;Calvo;12698;6617
1792;Carmen;Garay;59556;89056
1793;Oriol;Castellano;63971;46341
1794;María Carmen;García;86284;73125
1795;Lucia;Salgado;41717;2147
1796;Natalia;Sancho;6650;80702
1797;Juliana;Ros;82400;25914
1798;Jaime;Marín;90394;33151
1799;Sergio;Bonilla;40202;66488
1800;Juana;Vila;47724;56644
1801;María Mar;Conde;91286;23965
1802;Miguel;Fernández;79547;41377
1803;Miguel;Fernández;77776;86675
1804;Rafael;Martin;33229;80010
1805;Dolores;Reina;6185;45946
1806;Sara;Alba;77508;45089
1807;María Isabel;Andreu;7099;60363
1808;Rafael;Bustamante;47757;88831
1809;Carmen;López;89599;68206
1810;José María;Martínez;20092;11148
1811;José Manuel;Villar;65621;23456
1812;Carmen;Bárcena;75956;64992
1813;Antonio;Morales;18725;93371
1814;Pilar;Barber;29236;78907
1815;Daniel;Rojas;83331;29789
1816;Francisco;Bustos;83947;40497
1817;María José;Fernández;4753;72122
1818;Manuel;Gutiérrez;34563;65077
1819;Francisco José;González;91357;86385
1820;Francisco Javier;Gallego;64856;36916
1821;José Manuel;Pereira;62147;97238
1822;Asunción;Calvo;52525;80143
1823;Pedro;Larrea;6447;99250
1824;Antonio;Rodríguez;28964;35405
1825;Rafael;Borrego;83121;91288
1826;Antonio;Dimitrov;80341;33193
1827;Juana;León;81466;41267
1828;Inmaculada;Mendoza;10886;7706
1829;Carmen;Bravo;74925;40076
1830;Rafael;López;39426;85948
1831;Pilar;Peinado;16285;73959
1832;Ana;Ponce;65723;21601
1833;Carlos;Castillo;29309;42895
1834;Jesús;Jiménez;37951;51031
1835;Daniel;Olivares;71608;47423
1836;José Luis;Samper;69721;12985
1837;Antonio;García;17909;52940
1838;Nuria;Fernández;78368;70367
1839;Manuel;García;54867;74354
1840;María;Orts;74618;90317
1841;María;Morales;75193;54470
1842;Salvador;Álvarez;36776;7772
1843;Ricardo;Portillo;78309;28084
1844;Roberto;Rodríguez;13026;25162
1845;José Manuel;Rodas;74154;59835
1846;Rubén;Capdevila;6223;77186
1847;David;Castro;57196;73758
1848;Patricia;Domínguez;63482;55385
1849;Laura;Sánchez;59497;13056
1850;Pilar;Boix;99443;31814
1851;Daniel;Matías;44476;91484
1852;Andrea;Santana;55265;93697
1853;Francisco;Vela;19463;84248
1854;Juan José;Fuente;72913;75143
1855;Laura;García;76887;54601
1856;Sonia;Vázquez;89071;44866
1857;Miguel;Alcalde;73749;33811
1858;Juan José;García;89098;39639
1859;Alex;Palacios;97870;7267
1860;Francisco Javier;Acuña;66606;27301
1861;Agustín;Domínguez;89611;88998
1862;Fernando;Pérez;23156;39553
1863;Ricardo;Martínez;59416;38057
1864;Jorge;Rivera;21019;98947
1865;Beatriz;García;31072;87657
1866;Josefa;Yáñez;61190;84177
1867;María Isabel;Sánchez;80390;89890
1868;Montserrat;Alonso;6835;38901
1869;Lucia;Ibáñez;50923;47295
1870;José Luis;Planells;732;81178
1871;Antonio;Barroso;25433;48151
1872;María José;Aguilar;1275;59017
1873;Beatriz;García;86201;68698
1874;Francisco;Pérez;50766;82223
1875;Xabier;Canet;48391;64310
1876;Antonio;Navas;22639;42732
1877;David;Del Pino;6655;88779
1878;José;Jiménez;25538;20993
1879;Antonio;Hidalgo;87890;42339
1880;José;Benavides;43622;89567
1881;Juan;Afonso;68569;17990
1882;Juan;Salazar;55233;52453
1883;Antonio;Moreno;44985;67973
1884;Ángel;Blasco;82333;66500
1885;Jaime;Martínez;70632;20039
1886;Alejandro;Roselló;65099;47596
1887;José Luis;Gutiérrez;69820;33773
1888;María Carmen;Ivanova;86202;89271
1889;Daniel;Castro;85761;77472
1890;María Dolores;Solsona;63287;39382
1891;Carlos;Vidal;89959;25217
1892;Teresa;Sanz;69312;62455
1893;Francisco Javier;Afonso;30783;13319
1894;Marta;Chamorro;45181;66052
1895;Pedro;Alvarado;44606;14237
1896;Francisco Javier;Bilbao;61394;90393
1897;Francisco;Cortes;6160;92858
1898;María Ángeles;Curto;1801;6907
1899;Joaquín;Carrión;54757;90183
1900;Adrián;Beltrán;18857;15819
1901;José;Tébar;66212;69670
1902;David;Jiménez;46864;38230
1903;Salvador;Alegre;21196;43726
1904;María Teresa;Duran;71065;43821
1905;María Carmen;García;42719;73025
1906;Ángel;Gómez;11792;62700
1907;Silvia;Rosales;93905;11157
1908;Javier;Cano;43514;16394
1909;Eva María;Marques;18341;60952
1910;José Manuel;Rodríguez;12749;9615
1911;Josep;Álvarez;79214;30954
1912;Francisco;Marín;46866;70365
1913;Miguel;Ruz;97374;22971
1914;Antonio;Merino;64414;19441
1915;José;Perona;50081;53769
1916;Juan;Ballesteros;69405;58645
1917;Josefa;Aller;41612;31255
1918;Rosa María;Bayón;88573;1084
1919;Manuel;Soria;64175;83475
1920;Antonio;Sánchez;79035;61514
1921;David;Dávila;50973;57890
1922;Rafael;Felipe;19232;56282
1923;María Dolores;García;65378;51738
1924;Marta;Castro;30637;73145
1925;Antonio;Ceballos;54760;78863
1926;Encarnación;Lamas;39657;50071
1927;Adrián;García;36154;64059
1928;Carmen;Sánchez;22201;14734
1929;Álvaro;Fernández;76759;55440
1930;Manuel;Muriel;1020;55651
1931;Manuel;López;66882;31807
1932;Alejandro;Lázaro;59442;27837
1933;Gabriel;Rodríguez;84949;76672
1934;Paula;Miñano;45051;61399
1935;Francisco;Nava;35526;61336
1936;Francisco;Cano;74624;83434
1937;Josefa;Reyes;27261;53076
1938;Francisco;Martin;88412;87011
1939;Joaquín;García;93292;31133
1940;Cristina;Monroy;5335;85529
1941;Alberto;Siles;61592;90628
1942;José;Espinosa;88656;24303
1943;Fernando;Encinas;71558;83831
1944;Josefa;Gracia;71263;30397
1945;Andrea;Martínez;55108;94092
1946;Joan;Abadía;45615;27269
1947;María Antonia;García;57124;26970
1948;Mohamed;Arellano;12669;76032
1949;José;Hidalgo;24488;76071
1950;José;Martínez;87444;31170
1951;Daniel;Cruzado;9558;66862
1952;Agustín;Cruces;11021;79863
1953;Enrique;Ramos;20427;65282
1954;Francisca;Matos;75955;30480
1955;María Pilar;Cuevas;88010;98053
1956;María;Serrano;17423;29599
1957;Ainhoa;García;88264;25991
1958;Roberto;González;36816;26709
1959;José;Lobato;32102;6616
1960;Antonio;Pérez;23629;98038
1961;Manuel;Pérez;99125;43986
1962;José;Soto;23289;84323
1963;José Antonio;González;13369;59258
1964;José;Fernández;42765;304
1965;Manuel;Sánchez;64171;8112
1966;Julia;López;64666;32655
1967;Paula;González;69277;28803
1968;Juan;Moreno;33673;83949
1969;Andrea;Rodríguez;11136;11143
1970;María Pilar;Jiménez;36110;55302
1971;Isabel;Corpas;51948;21189
1972;Carmen;Pérez;30723;6613
1973;Carmen;Amador;21081;16848
1974;Jordi;Bernabéu;81721;1885
1975;María Mar;Romero;17906;99772
1976;David;González;5180;4704
1977;Miguel;Prado;48565;6014
1978;David;Burgos;37743;12097
1979;Fernando;Roda;35876;12375
1980;Mercedes;Segura;50833;48522
1981;María Pilar;Ramos;47631;47343
1982;Dolores;Manzanares;69366;95177
1983;Mario;Portero;98547;96092
1984;José Manuel;Millán;77191;77751
1985;Antonio;Sáez;60854;52402
1986;Raquel;Pavón;28359;49551
1987;José;Granda;72998;5714
1988;Juan;Moreno;68804;69120
1989;Nuria;Moreno;36776;15447
1990;Miguel Ángel;Marín;56448;43510
1991;María Teresa;Herrera;97765;69004
1992;Mercedes;Guerra;56567;7511
1993;Elena;Marín;13615;85839
1994;Francisco;García;19528;38287
1995;Concepción;García;53289;39273
1996;Fernando;Domínguez;15535;38906
1997;María José;Prado;80455;86146
1998;Antonio;Ramírez;30896;40923
1999;María Carmen;Diego;92347;75605
2000;María Jesús;Delgado;16475;52403
2001;Francisca;Gutiérrez;74036;21516
2002;Pedro;Martínez;86498;17205
2003;Antonia;García;81143;48775
2004;Mikel;Mota;99684;96404
2005;Pablo;Castro;28557;3649
2006;Miguel;Díaz;7949;69934
2007;Sara;Ruiz;95043;65279
2008;Amparo;Luque;11343;74949
2009;Carmen;Callejón;86856;78341
2010;María;González;83176;57481
2011;Luis;Vázquez;36289;1074
2012;Carmen;Martínez;36374;73621
2013;Rosa;García;37752;68086
2014;Rosa María;Sacristán;91206;81996
2015;Rafael;De los Reyes;94289;83038
2016;María;Palomino;11120;5933
2017;Manuel;Pantoja;67170;3663
2018;Rosa María;Fuertes;6788;43834
2019;Josefa;Hernández;60721;97948
2020;Juan Carlos;Félix;89333;45107
2021;Pilar;Barceló;47618;10142
2022;Ana Isabel;Carrillo;44150;68779
2023;Joan;Curto;20803;85513
2024;Antonio;Recuero;69557;21709
2025;Ángel;Domenech;13929;74407
2026;Mónica;Mena;43301;96319
2027;María;González;92403;59723
2028;Ángel;González;47863;50662
2029;Mónica;Duran;46720;66503
2030;José Luis;Gay;99762;43886
2031;Daniel;García;93983;25460
2032;Joaquim;Mira;44103;75545
2033;Francesc;Jurado;45819;3776
2034;María Carmen;Valdivia;30157;3606
2035;David;Caballero;20988;12253
2036;María Ángeles;López;16673;16422
2037;Rafael;Díaz;70744;50550
2038;Francisca;Jiang;48108;51150
2039;Rosa María;Díaz;12362;16559
2040;Jorge;Morón;95779;67878
2041;Antonia;Zhang;58204;13094
2042;Dolores;Otero;57717;99843
2043;Óscar;Martí;88383;22302
2044;Juan;Fernández;93031;77617
2045;Carmen;Pérez;68464;30398
2046;María Ángeles;González;22128;98465
2047;María Carmen;González;73183;22902
2048;Noelia;Vegas;64878;60279
2049;José Manuel;Márquez;62438;33998
2050;Paula;Hernanz;68984;12909
2051;Irene;Hernández;31526;10303
2052;Jordi;Sastre;71161;43085
2053;David;Pozo;34841;61168
2054;Antonia;Gutiérrez;17346;56261
2055;José;Ortega;22191;52769
2056;Jesús;Collado;97280;5426
2057;David;Cantero;66781;26879
2058;Raúl;Castro;51394;78140
2059;María Josefa;Lozano;17973;79631
2060;Daniel;Martins;83793;65097
2061;Ramón;Sola;45890;67818
2062;Juan;Gamboa;10901;90141
2063;Pilar;Posada;39268;66484
2064;Carmen;Iniesta;42006;77611
2065;José Luis;Latorre;32067;86568
2066;María Teresa;Vera;18014;17979
2067;Francisco;Garrido;52592;93823
2068;Dolores;Manzano;94234;82905
2069;Josefa;Núñez;29261;40806
2070;María;Prado;26669;74527
2071;Rubén;Gómez;91115;18894
2072;Silvia;López;96753;92362
2073;Salvador;Aguilera;6009;35927
2074;Juan;García;6071;79227
2075;Alicia;De la Rosa;84466;22055
2076;María Ángeles;Jaramillo;42733;98049
2077;Francisco José;Santos;90537;24292
2078;Manuel;Teixidó;88687;44160
2079;Antonio;Sanz;69365;82385
2080;Francisca;García;98215;98442
2081;María Teresa;Molina;80275;7044
2082;Elena;Rubio;3147;78723
2083;María Ángeles;Lorenzo;28722;61012
2084;Alejandro;Velarde;23409;124
2085;Juan Carlos;González;6951;63401
2086;José;Ruiz;5407;12348
2087;Ángel;Ramírez;36496;22216
2088;Enrique;Duque;26060;12963
2089;Manuela;López;62108;90886
2090;Alberto;Ballesteros;66343;53637
2091;Francisca;Smith;73269;36920
2092;Isabel;Lago;99164;94818
2093;Juan Carlos;Moreno;48476;60102
2094;María Carmen;Collado;4066;87488
2095;José Manuel;Álvarez;55368;69857
2096;Rosario;Sánchez;50862;27335
2097;Andrés;Téllez;31315;58971
2098;Luis;Valencia;63320;98220
2099;María Jesús;Herrera;10185;82561
2100;Antonio;Álvarez;39870;24001
2101;María Pilar;Guerra;88085;58620
2102;José Antonio;Alonso;20795;94885
2103;Carmen;Martin;36062;68878
2104;Carmen;García;31827;72285
2105;Miguel;Merino;12945;56720
2106;José;Aparicio;52311;1609
2107;Eva;Santana;33379;38855
2108;Álvaro;Llopis;88295;86337
2109;Enrique;Roig;7170;80131
2110;María Carmen;Rodríguez;52124;58016
2111;José;Blasco;77013;67886
2112;José;González;17898;30236
2113;Rosario;Guzmán;21608;53259
2114;José Manuel;Martínez;27641;22493
2115;María;López;52699;24954
2116;Juan José;Martínez;70257;60451
2117;Manuel;Montero;40822;48954
2118;María;Fuentes;79439;68710
2119;José;Prieto;61756;59930
2120;María Pilar;López;5148;11478
2121;Juan José;Del Hoyo;17367;86728
2122;Antonio;Oliva;30794;44905
2123;Iñigo;López;90764;6371
2124;Sergio;Palma;25436;13023
2125;Ana María;Merchán;81561;46735
2126;Laura;Moreno;40920;69792
2127;Ana;Peña;59450;611
2128;Rosario;Álvarez;59313;4942
2129;Carmen;Roldan;92596;29437
2130;María Dolores;Martínez;60554;51289
2131;Óscar;García;45228;4638
2132;Miguel;Jiménez;29167;66639
2133;Manuela;Mora;93757;46618
2134;María Victoria;Rubio;57859;63414
2135;Daniel;Román;28266;46999
2136;Josefa;Riera;23510;36014
2137;Juana;López;25044;98323
2138;Concepción;García;48450;82644
2139;Pedro;Alcaraz;27804;57703
2140;Ramón;Alarcón;8859;85395
2141;Ramón;González;71118;72663
2142;José Antonio;Guardiola;2077;22914
2143;Francisco;Font;67214;16997
2144;José Manuel;Pellicer;75702;88748
2145;Isabel;De la Calle;79275;75111
2146;Dolores;Rosa;32064;33495
2147;Joseba;Benavente;90610;72593
2148;Rosa María;Salva;39697;25941
2149;Jorge;Mendoza;23267;82776
2150;María Teresa;Pascual;62058;12668
2151;Francisco;Insua;14959;5392
2152;Teresa;Bonilla;27380;42454
2153;José Manuel;Quintana;85296;14502
2154;Rafael;Gimeno;37371;92888
2155;Miguel;Tomas;72381;62844
2156;Juan Antonio;Villegas;92305;83207
2157;María;Roldan;78282;12392
2158;María;González;29682;21560
2159;Miguel Ángel;Romero;91368;45893
2160;Eduardo;Madrid;4709;68830
2161;Francisco;Vargas;18023;91554
2162;Mónica;Huertas;68935;4967
2163;María Concepción;Domenech;22029;21443
2164;Juan;García;90584;54259
2165;Alfonso;Ojeda;15907;87513
2166;Francisca;Cuellar;52167;61644
2167;Marc;Domínguez;67347;90401
2168;Marta;Rodríguez;77003;34075
2169;Mercedes;Prades;79112;73930
2170;Ángela;Sillero;68346;64291
2171;Isabel;Jiménez;6892;59908
2172;Jesús;Muro;43093;47941
2173;Josefa;Ávila;36068;84132
2174;Sonia;Pinilla;15659;68743
2175;José;Santos;82180;51125
2176;Ana;Pérez;62587;14021
2177;Francisca;Fernández;88530;74916
2178;Santiago;Almagro;42798;9073
2179;María Pilar;Carrasco;15175;79857
2180;Ángeles;Rodríguez;90747;1134
2181;Iván;Monge;14377;5273
2182;José Manuel;González;23311;15717
2183;María;Gallo;77940;55082
2184;Patricia;Manrique;6443;93803
2185;Sonia;González;6530;82943
2186;Silvia;Álvarez;27838;59369
2187;José;Barreiro;20724;59147
2188;Gorka;Paredes;60647;3730
2189;Carlos;Sánchez;30482;38442
2190;María Dolores;Iglesias;58611;60507
2191;María Dolores;Jiménez;87024;9733
2192;Jorge;Fernández;90502;46186
2193;Alejandro;Afonso;69130;15225
2194;Manuel;Loureiro;81424;52466
2195;María Carmen;Cano;10963;28416
2196;Isabel;Torres;13695;52090
2197;Antonia;Martin;89450;37526
2198;Manuel;Álvarez;29646;53414
2199;Concepción;Pardo;18299;46898
2200;Carmen;Ayuso;20655;6593
2201;Pilar;Martin;13973;80649
2202;Ana María;Lara;18001;57828
2203;Antonio;Pérez;46876;9148
2204;Miguel Ángel;Velázquez;88360;479
2205;María Teresa;Mas;60012;64504
2206;Antonio;Peña;59447;77173
2207;María Carmen;Cubero;80966;39705
2208;María;De la Cruz;71313;73462
2209;Concepción;Aceituno;91923;97610
2210;Antonia;Arenas;85417;4300
2211;Pedro;Burgos;37904;8723
2212;Beatriz;Baeza;7063;4064
2213;Rafael;Álvaro;87781;46219
2214;Ana;Castillo;8326;83518
2215;Roberto;Sancho;88923;50957
2216;María Dolores;Pérez;68322;65096
2217;Margarita;Jiménez;74795;41981
2218;Jorge;Rodríguez;50289;26070
2219;Antonia;Cortes;8295;66645
2220;Roberto;Reyes;56048;71229
2221;María Josefa;Gómez;82042;71686
2222;Miguel Ángel;Morcillo;15368;78203
2223;José;Agüera;82519;13389
2224;Fernando;Montoya;39843;77913
2225;María Pilar;Jiménez;2020;47711
2226;José María;Gutiérrez;65792;66914
2227;Francisco Javier;Serrano;96702;2381
2228;Dolores;Guerra;68447;64368
2229;Carmen;Maya;42304;87556
2230;José;García;18350;81609
2231;Ana;García;45938;29867
2232;Mario;De la Fuente;81947;15057
2233;Eduardo;Domenech;3345;42262
2234;Cristina;Bayo;25525;43570
2235;Sandra;Coca;4155;85035
2236;Teresa;Comas;30348;54361
2237;María José;Bejarano;32636;26429
2238;María Carmen;Campos;81659;66664
2239;Laura;Carreras;89666;49112
2240;Óscar;Bermejo;58683;30631
2241;Juan;Sánchez;86514;17472
2242;Jorge;Alfaro;15664;72417
2243;María Carmen;García;76447;81127
2244;María Carmen;Pulido;53216;45059
2245;Ana María;Rodríguez;89909;90081
2246;Marcos;Lozano;22902;63581
2247;Cristina;Mesa;87803;28291
2248;Patricia;Gómez;24425;75184
2249;Pedro;Jiménez;5271;46748
2250;Paula;Vico;16025;13773
2251;Begoña;Molina;34260;93422
2252;Josefa;Humanes;74183;21144
2253;Ana María;Arroyo;82869;27568
2254;José María;Moreno;26367;24247
2255;Ana;Alcalde;68749;1653
2256;Jorge;Fernández;53747;15757
2257;José Antonio;Bocanegra;24681;18956
2258;Enrique;Casillas;18586;53368
2259;Josefa;Gómez;87594;44045
2260;Beatriz;Villegas;87740;48191
2261;María Pilar;Romero;61096;74064
2262;José;García;29167;87843
2263;Miguel Ángel;Sánchez;88007;3539
2264;Fernando;Palau;75391;15113
2265;Albert;Tortosa;19112;74577
2266;Josefa;Guerrero;93101;60727
2267;Paula;Villegas;52017;69881
2268;Carmen;Martínez;2989;29261
2269;María Luisa;Felipe;39155;71724
2270;Paula;Sánchez;22213;77451
2271;Isabel;Lázaro;71799;47020
2272;Patricia;Cervantes;9241;61179
2273;Carme;Ruiz;37573;2753
2274;Inmaculada;Alemany;72340;7271
2275;José Luis;Claros;48043;64043
2276;Alejandro;Delgado;6834;64836
2277;David;Ortiz;68346;23569
2278;José Antonio;Amengual;88837;26789
2279;José;Guerra;2480;39013
2280;Francisco;Rojas;42266;10973
2281;Santiago;Rodríguez;69136;8527
2282;Alejandro;Vivar;18892;22030
2283;Dolores;Linares;98166;25907
2284;Elena;Rubio;32611;12809
2285;Manuela;Terán;68985;59716
2286;Miguel Ángel;López;85962;97079
2287;Francisco;Bernardo;6464;68707
2288;Andrea;Pulido;23843;27477
2289;Ana;Ávila;43783;54002
2290;María;García;20086;77799
2291;María José;Gallardo;75352;43334
2292;María Concepción;Ramos;95149;38119
2293;Yolanda;Fernández;9010;76466
2294;David;Martínez;64273;34587
2295;Félix;Ruiz;24883;33964
2296;José;Lorenzo;11347;14891
2297;Ángeles;Hernández;67804;94571
2298;Jordi;Pérez;22659;31696
2299;Manuel;Rodríguez;19862;385
2300;Inmaculada;Bernal;91578;20715
2301;Nuria;Álvarez;59657;21012
2302;Andrés;Soto;50382;75553
2303;José Luis;Blanch;49126;18094
2304;José Luis;López;84027;89668
2305;Concepción;Molina;35294;34812
2306;José;Isla;23731;30441
2307;Ana María;Pérez;89589;85909
2308;María Pilar;Domínguez;24265;62249
2309;Carmen;Escolano;18328;25426
2310;María Carmen;Rodríguez;90575;60663
2311;Santiago;Rodríguez;21774;5191
2312;Raquel;Rego;58272;754
2313;Emilio;Velázquez;65417;49861
2314;Alba;Medina;25591;15058
2315;Alejandro;Sevilla;54000;47003
2316;Rafael;Navarro;12865;8909
2317;Manuel;López;37615;69257
2318;Francisco Javier;Ortiz;99138;44632
2319;Javier;Martin;14506;2873
2320;Juan;Mayor;957;62447
2321;Óscar;Fernández;78750;32492
2322;Antonio;Martin;54915;23713
2323;Juan;Moscoso;80812;61314
2324;Pilar;Sierra;2874;55833
2325;Juan;Vico;20260;42606
2326;Ana María;Fernández;32961;48558
2327;Lucia;San José;79974;32701
2328;Marta;Vives;36255;26074
2329;Teresa;Rodríguez;27960;68954
2330;Manuel;Sánchez;10438;10525
2331;Elena;Botella;90681;64523
2332;David;Villanueva;8296;26315
2333;Isabel;Ortiz;23488;65938
2334;Antonio;Rubio;95498;30028
2335;Pedro;Velázquez;1434;77686
2336;José;Mateu;81455;55858
2337;Ana María;Méndez;33056;44782
2338;Nuria;Barrera;70109;99013
2339;María Luz;Montalbán;10644;53047
2340;Antonio;Álvarez;70769;93234
2341;Irene;León;60944;83585
2342;Antonio;Díaz;27794;69907
2343;José;García;13081;55533
2344;Juan;Mena;16094;9748
2345;Juan José;Collado;97507;23053
2346;Antonio Jesús;Domínguez;10703;37838
2347;María;Jorge;63511;88546
2348;Dolores;Valero;31694;87434
2349;María Teresa;Abella;65198;40772
2350;Miguel;García;56628;96699
2351;María Jesús;Vázquez;48726;17679
2352;Iván;Sepúlveda;20073;69674
2353;José;Abarca;20599;63512
2354;Jesús;Pastor;88466;48973
2355;Luis;Rosado;95020;74755
2356;Margarita;Conde;22200;53606
2357;Ana María;Falcón;96111;70738
2358;Francisco Javier;Martin;48478;34578
2359;David;Carril;96111;41619
2360;Mónica;González;16999;73990
2361;Aitor;González;94907;46810
2362;Rosario;Álvarez;16501;11707
2363;Silvia;España;97817;38164
2364;María Victoria;Martínez;89894;87694
2365;María Isabel;González;51441;95191
2366;Patricia;Ferrer;2119;18316
2367;Francisca;López;85318;70124
2368;Ángel;Moya;34185;49932
2369;Amparo;Castello;70352;12968
2370;Alejandro;Martin;31755;98056
2371;Marina;López;51002;51330
2372;David;Lorca;31728;96321
2373;Sonia;Pozuelo;669;19668
2374;Marta;Salguero;55526;55067
2375;María Carmen;Gómez;94393;35829
2376;Francisco;Bravo;60103;72889
2377;Francisco;Crespo;32057;81821
2378;Jaime;Gómez;43351;65560
2379;María Pilar;Herrera;86045;34061
2380;Antonio;Pascual;40809;42103
2381;Laura;Fernández;59210;43187
2382;José María;Picazo;8349;84299
2383;Carlos;Arana;21251;67753
2384;Carmen;García;15190;62769
2385;Andrés;Pérez;69291;29622
2386;David;Hidalgo;84798;33990
2387;Carlos;Juan;56303;88197
2388;Pilar;Bilbao;56734;40929
2389;Pilar;Campos;81537;93869
2390;Manuel;Medrano;26712;67523
2391;Sergio;Pastor;16317;96238
2392;Pedro;Gómez;84563;67440
2393;Jorge;Huerta;9761;20219
2394;Carmen;Guirao;63846;4385
2395;José Miguel;Solé;78121;11066
2396;Ana;Wang;48534;44040
2397;Ana;Sánchez;31972;28708
2398;Jordi;Garcés;75601;7384
2399;Ángel;Guedes;90088;30499
2400;Juan Carlos;Fernández;78317;89468
2401;María Ángeles;Fernández;50001;12487
2402;Jaime;Escobar;59431;24594
2403;María;Pérez;89670;61948
2404;Jorge;Toribio;9308;19383
2405;Antonio;Ruiz;37688;75351
2406;Fernando;Cortes;53050;16874
2407;Dolores;Laborda;68819;79730
2408;Beatriz;Pulido;70795;15638
2409;Miguel Ángel;Fernández;60518;69351
2410;Jesús;Zamora;32336;22035
2411;Iván;Asencio;40265;37237
2412;Elena;Calatayud;68590;35754
2413;María Carmen;Hernández;31275;61312
2414;María Ángeles;Regueira;45840;94695
2415;Pilar;Soria;64812;9326
2416;Francisco Javier;Sánchez;3494;55096
2417;Xavier;Martin;15045;50141
2418;José Manuel;Estévez;49233;63178
2419;María José;Toribio;54459;36249
2420;Nuria;Mariño;85222;34023
2421;Juan Carlos;Arenas;87270;50396
2422;María Nieves;Poza;64766;43938
2423;Luis;Alonso;33538;37023
2424;Isabel;Figueroa;54340;41191
2425;Alex;López;30881;57621
2426;Antonio;Almeida;80627;52503
2427;Rosario;Álvarez;21371;35220
2428;Cristina;Tormo;79105;20000
2429;Dolores;Andreu;75540;34631
2430;María Carmen;Márquez;53025;96874
2431;Marina;Hernández;7327;89305
2432;Albert;Espín;91944;16931
2433;Daniel;Jaime;32366;30420
2434;Manuel;Baena;35417;15337
2435;Francisca;Pozo;28925;33974
2436;María;Arribas;95433;33223
2437;Manuel;De Dios;89118;40446
2438;Dolores;Alegre;48759;50785
2439;Elena;De la Torre;48355;27500
2440;Sandra;Rodríguez;46085;9261
2441;Josefa;Llado;73908;35237
2442;David;Benítez;35068;20304
2443;José;Molina;82194;57666
2444;Andrés;Pallares;8761;79720
2445;Josefa;Martin;2585;92881
2446;Diego;Carrasco;69462;41604
2447;María Dolores;Sánchez;98276;50924
2448;Juan;Morell;4215;61116
2449;María;Casal;57820;83672
2450;Pedro;Morales;55998;38034
2451;Juan;Moreno;45074;87268
2452;Pablo;Rodríguez;26611;13094
2453;Raúl;Moreno;51825;37018
2454;María;Márquez;86171;24657
2455;Concepción;Aguirre;70728;95645
2456;María Ángeles;Martínez;41058;87455
2457;Pedro;Osorio;68984;4510
